::1 - - [13/Dec/2021:09:48:31 +0100] "POST /wp-admin/upgrade.php?step=upgrade_db HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/media-views.min.js?ver=5.8.2 HTTP/1.1" 200 111267
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/js/postbox.min.js?ver=5.8.2 HTTP/1.1" 200 6713
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/dist/edit-post.min.js?ver=3656613c515e40e95a15114467097b39 HTTP/1.1" 200 205281
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/shortcode.min.js?ver=5.8.2 HTTP/1.1" 200 2650
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/thickbox/thickbox.css?ver=5.8.2 HTTP/1.1" 200 2659
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/media-editor.min.js?ver=5.8.2 HTTP/1.1" 200 10909
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/media-audiovideo.min.js?ver=5.8.2 HTTP/1.1" 200 12964
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/mce-view.min.js?ver=5.8.2 HTTP/1.1" 200 9883
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/imgareaselect/jquery.imgareaselect.min.js?ver=5.8.2 HTTP/1.1" 200 9723
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/js/image-edit.min.js?ver=5.8.2 HTTP/1.1" 200 11263
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/wplink.min.js?ver=5.8.2 HTTP/1.1" 200 11270
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1 HTTP/1.1" 200 9531
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.12.1 HTTP/1.1" 200 8539
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-199x300.jpg HTTP/1.1" 200 18628
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/quicktags.min.js?ver=5.8.2 HTTP/1.1" 200 11133
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.8.2 HTTP/1.1" 200 906
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/js/svg-painter.js?ver=5.8.2 HTTP/1.1" 200 5522
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.8.2 HTTP/1.1" 200 1658
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13194
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-reusable-blocks,wp-editor,common,&load%5Bchunk_1%5D=forms,wp-reset-editor-styles,wp-block-library,wp-editor-classic-layout-styles,wp-block-library-theme,wp-edit-blocks,wp-edit-post&load%5Bchunk_2%5D=,wp-block-directory,wp-format-library,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,wi&load%5Bchunk_3%5D=dgets,site-icon,l10n,wp-auth-check,wp-color-picker&ver=5.8.2 HTTP/1.1" 200 40960
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.8.2 HTTP/1.1" 200 32768
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent&ver=5.8.2 HTTP/1.1" 200 1481
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 16129
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:10:31 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:10:33 +0100] "GET / HTTP/1.1" 200 5831
127.0.0.1 - - [13/Dec/2021:13:10:41 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:10:41 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:10:56 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:11:05 +0100] "GET / HTTP/1.1" 200 5749
127.0.0.1 - - [13/Dec/2021:13:11:06 +0100] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.3 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:11:11 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:11:26 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:11:32 +0100] "GET / HTTP/1.1" 200 5745
127.0.0.1 - - [13/Dec/2021:13:12:49 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:12:52 +0100] "GET /wp-admin/edit.php?post_type=acf-field-group HTTP/1.1" 200 47726
127.0.0.1 - - [13/Dec/2021:13:12:52 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:12:54 +0100] "GET /wp-admin/post.php?post=23&action=edit HTTP/1.1" 200 124168
127.0.0.1 - - [13/Dec/2021:13:12:54 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.8.2 HTTP/1.1" 200 130931
127.0.0.1 - - [13/Dec/2021:13:12:55 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent&ver=5.8.2 HTTP/1.1" 200 1481
127.0.0.1 - - [13/Dec/2021:13:13:27 +0100] "GET /wp-admin/edit.php?post_type=acf-field-group HTTP/1.1" 200 47726
127.0.0.1 - - [13/Dec/2021:13:13:27 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:13:27 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:13:42 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:15:42 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:17:34 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:17:49 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:18:51 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:18:53 +0100] "GET / HTTP/1.1" 200 11345
127.0.0.1 - - [13/Dec/2021:13:18:53 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:20:59 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/images/icon-upgrade-pro.svg HTTP/1.1" 200 936
127.0.0.1 - - [13/Dec/2021:13:20:59 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:20:59 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:21:05 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:13:21:06 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:21:05 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:21:20 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:21:21 +0100] "GET / HTTP/1.1" 200 11417
127.0.0.1 - - [13/Dec/2021:13:21:21 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-681x1024.jpg HTTP/1.1" 200 131348
127.0.0.1 - - [13/Dec/2021:13:21:22 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:21:38 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:21:49 +0100] "GET / HTTP/1.1" 200 11428
127.0.0.1 - - [13/Dec/2021:13:21:49 +0100] "GET /wp-content/themes/mytheme/style.css HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:13:21:49 +0100] "GET /wp-content/themes/mytheme/style.css?ver=5.8.2 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:21:49 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:27:48 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:27:59 +0100] "GET /wp-admin/plugin-install.php HTTP/1.1" 200 77703
127.0.0.1 - - [13/Dec/2021:13:28:01 +0100] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13194
127.0.0.1 - - [13/Dec/2021:13:28:03 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 106698
127.0.0.1 - - [13/Dec/2021:13:28:35 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 276
127.0.0.1 - - [13/Dec/2021:13:29:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:31:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:32:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:34:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:36:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:38:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:40:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:42:01 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:44:31 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:44:57 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-global.css?ver=5.11.4 HTTP/1.1" 200 33327
127.0.0.1 - - [13/Dec/2021:13:44:56 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:13:44:57 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:44:58 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-input.css?ver=5.11.4 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/select2/4/select2.min.css?ver=4.0.13 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/datepicker/jquery-ui.min.css?ver=1.11.4 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/timepicker/jquery-ui-timepicker-addon.min.css?ver=1.6.1 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:04 +0100] "GET /wp-admin/post.php?post=8&action=edit HTTP/1.1" 200 386979
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/contact-form-7/includes/block-editor/index.js?ver=5.5.3 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf.min.js?ver=5.11.4 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf-input.min.js?ver=5.11.4 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/timepicker/jquery-ui-timepicker-addon.min.js?ver=1.6.1 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/color-picker-alpha/wp-color-picker-alpha.js?ver=3.0.0 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/select2/4/select2.full.min.js?ver=4.0.13 HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.8.2 HTTP/1.1" 200 906
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/viewport.min.js?ver=57f92677272305fe301d0d0616d6c8c7 HTTP/1.1" 200 3030
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-admin/js/editor.min.js?ver=5.8.2 HTTP/1.1" 200 13211
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/media-utils.min.js?ver=8e557d69e3ef2356d081c60830d157a1 HTTP/1.1" 200 8052
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/editor.min.js?ver=208cadf8632b62c7ccdf2f2feb2398e2 HTTP/1.1" 200 142423
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/plugins.min.js?ver=01dbac2843febe57b20f01bdb7a432b8 HTTP/1.1" 200 5330
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.1" 200 19076
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/backbone.min.js?ver=1.4.0 HTTP/1.1" 200 23818
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/quicktags.min.js?ver=5.8.2 HTTP/1.1" 200 11133
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/format-library.min.js?ver=c765b263eb6bc434e4b93dfc8771aaaf HTTP/1.1" 200 18437
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/dist/block-directory.min.js?ver=59e39b168393c12505197fed91dc8d01 HTTP/1.1" 200 21578
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/wp-embed.min.js?ver=5.8.2 HTTP/1.1" 200 1426
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-admin/js/media-upload.min.js?ver=5.8.2 HTTP/1.1" 200 1152
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-json/contact-form-7/v1/contact-forms?per_page=20&_locale=user HTTP/1.1" 200 77
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /wp-includes/js/tinymce/wp-tinymce.js?ver=49110-20201110 HTTP/1.1" 200 671350
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:45:06 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/blocks?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/users/me?_locale=user HTTP/1.1" 200 593
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user HTTP/1.1" 200 595
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/templates?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/pages/8?_locale=user HTTP/1.1" 200 1357
127.0.0.1 - - [13/Dec/2021:13:45:07 +0100] "GET /wp-json/wp/v2/taxonomies?context=edit&_locale=user HTTP/1.1" 200 2990
127.0.0.1 - - [13/Dec/2021:13:45:10 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:45:10 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:45:13 +0100] "GET /wp-admin/post.php?post=21&action=edit HTTP/1.1" 200 390421
127.0.0.1 - - [13/Dec/2021:13:45:13 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-199x300.jpg HTTP/1.1" 200 18628
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:45:13 +0100] "GET /wp-json/contact-form-7/v1/contact-forms?per_page=20&_locale=user HTTP/1.1" 200 77
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/blocks?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/users/me?_locale=user HTTP/1.1" 200 593
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user HTTP/1.1" 200 595
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/templates?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/pages/21?_locale=user HTTP/1.1" 200 1380
127.0.0.1 - - [13/Dec/2021:13:45:14 +0100] "GET /wp-json/wp/v2/taxonomies?context=edit&_locale=user HTTP/1.1" 200 2990
127.0.0.1 - - [13/Dec/2021:13:45:18 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:45:18 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:45:18 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 16129
127.0.0.1 - - [13/Dec/2021:13:45:18 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:45:18 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:45:23 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/images/icon-upgrade-pro.svg HTTP/1.1" 200 936
127.0.0.1 - - [13/Dec/2021:13:45:23 +0100] "GET /wp-admin/edit.php?post_type=acf-field-group HTTP/1.1" 200 47726
127.0.0.1 - - [13/Dec/2021:13:45:24 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-field-group.css?ver=5.11.4 HTTP/1.1" 200 13470
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf-field-group.min.js?ver=5.11.4 HTTP/1.1" 200 25798
127.0.0.1 - - [13/Dec/2021:13:45:26 +0100] "GET /wp-admin/post-new.php?post_type=acf-field-group HTTP/1.1" 200 85121
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-includes/js/jquery/suggest.min.js?ver=1.1-20110113 HTTP/1.1" 200 2993
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-includes/js/wp-ajax-response.min.js?ver=5.8.2 HTTP/1.1" 200 2082
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=2.1.2 HTTP/1.1" 200 9315
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-includes/js/wp-lists.min.js?ver=5.8.2 HTTP/1.1" 200 7442
127.0.0.1 - - [13/Dec/2021:13:45:27 +0100] "GET /wp-admin/js/tags-box.min.js?ver=5.8.2 HTTP/1.1" 200 3077
127.0.0.1 - - [13/Dec/2021:13:45:40 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 2339
127.0.0.1 - - [13/Dec/2021:13:45:46 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 2362
127.0.0.1 - - [13/Dec/2021:13:46:27 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:47:12 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/images/spinner.gif HTTP/1.1" 304 -
127.0.0.1 - - [13/Dec/2021:13:47:12 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 6573
::1 - - [13/Dec/2021:13:47:13 +0100] "POST /wp-cron.php?doing_wp_cron=1639399633.1963961124420166015625 HTTP/1.1" 200 -
127.0.0.1 - - [13/Dec/2021:13:47:21 +0100] "POST /wp-admin/post.php HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:13:47:22 +0100] "GET /wp-admin/post.php?post=34&action=edit&message=6 HTTP/1.1" 200 124524
127.0.0.1 - - [13/Dec/2021:13:47:22 +0100] "GET /wp-admin/admin-ajax.php?action=oembed-cache&post=34 HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:47:28 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:13:47:28 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:47:28 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:47:29 +0100] "GET /wp-admin/post.php?post=8&action=edit HTTP/1.1" 200 390088
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/contact-form-7/v1/contact-forms?per_page=20&_locale=user HTTP/1.1" 200 77
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/blocks?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/users/me?_locale=user HTTP/1.1" 200 593
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user HTTP/1.1" 200 595
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/templates?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/pages/8?_locale=user HTTP/1.1" 200 1357
127.0.0.1 - - [13/Dec/2021:13:47:30 +0100] "GET /wp-json/wp/v2/taxonomies?context=edit&_locale=user HTTP/1.1" 200 2990
127.0.0.1 - - [13/Dec/2021:13:47:43 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:13:47:43 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:13:47:43 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:47:44 +0100] "GET / HTTP/1.1" 200 11428
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /wp-content/themes/mytheme/style.css HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.3 HTTP/1.1" 200 2731
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /wp-content/themes/mytheme/style.css?ver=5.8.2 HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-681x1024.jpg HTTP/1.1" 200 131348
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:13:47:45 +0100] "GET /about-us/ HTTP/1.1" 200 5687
127.0.0.1 - - [13/Dec/2021:13:47:51 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:13:47:53 +0100] "GET /wp-admin/post.php?post=8&action=edit HTTP/1.1" 200 390088
127.0.0.1 - - [13/Dec/2021:13:47:53 +0100] "GET /wp-json/contact-form-7/v1/contact-forms?per_page=20&_locale=user HTTP/1.1" 200 77
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/blocks?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/users/me?_locale=user HTTP/1.1" 200 593
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/users/?who=authors&per_page=100&_locale=user HTTP/1.1" 200 595
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/templates?context=edit&per_page=100&_locale=user HTTP/1.1" 200 2
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/pages/8?_locale=user HTTP/1.1" 200 1357
127.0.0.1 - - [13/Dec/2021:13:47:54 +0100] "GET /wp-json/wp/v2/taxonomies?context=edit&_locale=user HTTP/1.1" 200 2990
127.0.0.1 - - [13/Dec/2021:13:48:04 +0100] "GET /wp-includes/images/spinner.gif HTTP/1.1" 200 3656
127.0.0.1 - - [13/Dec/2021:13:48:04 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1824
127.0.0.1 - - [13/Dec/2021:13:48:04 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-199x300.jpg HTTP/1.1" 200 18628
